kingdom,phylum,class,order,family,genus,species,scientificName,Latitude,Longitude,eventDate,day,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.700001,-137.160004,1995-01-01T00:00:00,,,1995,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,108071
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",58.43,-148.5,2003-01-01T00:00:00,,,2003,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,473370
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.52,-136.5,2001-01-01T00:00:00,,,2001,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,380647
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",59.56,-142.5,2003-01-01T00:00:00,,,2003,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,477350
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.7,-137.16,1998-01-01T00:00:00,,,1998,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,218588
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.88,-136.83,1996-01-01T00:00:00,,,1996,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,145048
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",58.61,-140.16,1999-01-01T00:00:00,,,1999,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,296019
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.52,-136.5,2000-01-01T00:00:00,,,2000,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,337121
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",59.56,-142.5,1996-01-01T00:00:00,,,1996,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,147129
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.7,-136.83,2003-01-01T00:00:00,,,2003,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,472262
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",59.56,-142.83,1997-01-01T00:00:00,,,1997,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,182474
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",59.18,-147.16,1997-01-01T00:00:00,,,1997,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,182041
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.7,-136.83,1995-01-01T00:00:00,,,1995,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,108100
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",58.43,-148.5,1995-01-01T00:00:00,,,1995,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,108629
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.88,-136.83,2003-01-01T00:00:00,,,2003,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,472608
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",59.18,-146.83,1996-01-01T00:00:00,,,1996,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,146633
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",57.880001,-137.830002,1995-01-01T00:00:00,,,1995,HUMAN_OBSERVATION,AFSC,N. Pacific Groundfish Observer,108319
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.779616,-113.183262,2017-11-07T04:56:00,7.0,11.0,2017,HUMAN_OBSERVATION,iNaturalist,Observations,54365824
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",44.701424,-124.198379,2019-09-14T13:31:30,14.0,9.0,2019,HUMAN_OBSERVATION,iNaturalist,Observations,32723974
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.3526,-158.133,2020-03-20T10:55:00,20.0,3.0,2020,HUMAN_OBSERVATION,Diveboard,Diveboard,diveboard:450903_206724_0
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",33.715869,-118.212414,1991-06-03T14:01:00,3.0,6.0,1991,HUMAN_OBSERVATION,iNaturalist,Observations,39462035
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",46.902456,-124.497445,2007-07-07T13:30:00,7.0,7.0,2007,HUMAN_OBSERVATION,iNaturalist,Observations,36122191
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.750136,-121.976061,2019-10-11T15:12:00,11.0,10.0,2019,HUMAN_OBSERVATION,iNaturalist,Observations,34249417
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",46.954812,-124.957058,2019-09-29T10:22:00,29.0,9.0,2019,HUMAN_OBSERVATION,iNaturalist,Observations,33687076
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",44.168613,-124.118033,2019-08-30T09:47:54,30.0,8.0,2019,HUMAN_OBSERVATION,iNaturalist,Observations,33616718
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",23.380222,-109.428428,2014-12-31T13:44:00,31.0,12.0,2014,HUMAN_OBSERVATION,iNaturalist,Observations,12277372
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",22.872498,-109.839091,2019-03-30T18:50:06,30.0,3.0,2019,HUMAN_OBSERVATION,iNaturalist,Observations,22910038
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.529561,-112.111322,2015-04-25T15:25:00,25.0,4.0,2015,HUMAN_OBSERVATION,iNaturalist,Observations,21937920
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",48.501792,-124.303683,2019-01-12T13:50:00,12.0,1.0,2019,HUMAN_OBSERVATION,iNaturalist,Observations,19787316
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",27.689238,-114.893107,2010-09-08T15:15:00,8.0,9.0,2010,HUMAN_OBSERVATION,iNaturalist,Observations,19575275
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",23.516175,-109.476905,2009-03-08T05:12:00,8.0,3.0,2009,HUMAN_OBSERVATION,iNaturalist,Observations,18879770
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",23.516322,-109.476935,2009-03-08T05:11:00,8.0,3.0,2009,HUMAN_OBSERVATION,iNaturalist,Observations,18879769
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",44.433452,-124.73946,2018-08-25T09:09:00,25.0,8.0,2018,HUMAN_OBSERVATION,iNaturalist,Observations,15930713
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.604345,-121.994667,2016-09-14T12:24:35,14.0,9.0,2016,HUMAN_OBSERVATION,iNaturalist,Observations,15630502
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.266667,-110.35,1993-03-17T00:00:00,17.0,3.0,1993,PRESERVED_SPECIMEN,MHN-UABCS,MHN,2055
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.316667,-110.516667,1992-10-16T00:00:00,16.0,10.0,1992,PRESERVED_SPECIMEN,CICIMAR-IPN,ICTIOPLANCTON,4058
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",21.843056,-107.0375,1998-02-23T00:00:00,23.0,2.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",28.317264,-111.461342,1998-05-01T00:00:00,1.0,5.0,1998,HUMAN_OBSERVATION,NO DISPONIBLE,NO APLICA,NO DISPONIBLE
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",46.89425,-124.641229,2015-08-01T15:40:00,1.0,8.0,2015,HUMAN_OBSERVATION,iNaturalist,Observations,15254850
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.801136,-121.869278,2018-05-02T11:10:00,2.0,5.0,2018,HUMAN_OBSERVATION,iNaturalist,Observations,12136149
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.804454,-121.814346,2018-05-01T11:57:00,1.0,5.0,2018,HUMAN_OBSERVATION,iNaturalist,Observations,12134301
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.728882,-121.977163,2018-04-28T09:55:00,28.0,4.0,2018,HUMAN_OBSERVATION,iNaturalist,Observations,11759127
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.790483,-121.956703,2018-04-23T12:24:35,23.0,4.0,2018,HUMAN_OBSERVATION,iNaturalist,Observations,11370187
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.776539,-122.076366,2015-10-03T10:35:00,3.0,10.0,2015,HUMAN_OBSERVATION,iNaturalist,Observations,10367159
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",44.531721,-124.778695,2014-10-04T11:59:00,4.0,10.0,2014,HUMAN_OBSERVATION,iNaturalist,Observations,10348969
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",32.784965,-117.545471,2017-05-09T14:45:00,9.0,5.0,2017,HUMAN_OBSERVATION,iNaturalist,Observations,9652581
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.800741,-121.947311,2017-09-12T11:07:00,12.0,9.0,2017,HUMAN_OBSERVATION,iNaturalist,Observations,7897549
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",44.632874,-124.425612,2017-08-27T15:46:00,27.0,8.0,2017,HUMAN_OBSERVATION,iNaturalist,Observations,7692942
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.800741,-121.947311,2017-05-23T09:51:00,23.0,5.0,2017,HUMAN_OBSERVATION,iNaturalist,Observations,6341689
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.191667,-110.325,1992-10-16T00:00:00,16.0,10.0,1992,PRESERVED_SPECIMEN,CICIMAR-IPN,CI,CICIMAR-CI 4058
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.625,-111.875,2002-02-28T00:00:00,28.0,2.0,2002,PRESERVED_SPECIMEN,CICIMAR-IPN,CI,CICIMAR-CI 5835
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",37.685994,-122.762604,2010-09-17T14:26:48,17.0,9.0,2010,HUMAN_OBSERVATION,iNaturalist,Observations,472463
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",36.802338,-121.818138,2013-08-01T00:00:00,1.0,8.0,2013,HUMAN_OBSERVATION,iNaturalist,Observations,354515
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",52.433375,-131.371379,2008-07-07T00:00:00,7.0,7.0,2008,HUMAN_OBSERVATION,iNaturalist,Observations,3924848
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",32.774835,-117.561586,2016-03-05T22:34:47,5.0,3.0,2016,HUMAN_OBSERVATION,iNaturalist,Observations,2827675
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",24.16667,-110.3,2014-01-29T00:00:00,29.0,1.0,2014,HUMAN_OBSERVATION,iNaturalist,Observations,1524528
Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,"Prionace glauca (Linnaeus, 1758)",32.901015,-117.209113,2014-04-16T14:17:00,16.0,4.0,2014,HUMAN_OBSERVATION,iNaturalist,Observations,648148
